date,team,opponent,result
1-30,Louisiana+Monroe,Little Rock,"L, 65-49 "
2-05,Louisiana+Monroe,UT Arlington,"L, 63-56 "
2-06,Louisiana+Monroe,UT Arlington,"L, 58-52 "
2-11,Louisiana+Monroe,Louisiana Lafayette,"W, 72-66 "
2-13,Louisiana+Monroe,Louisiana Lafayette,"L, 88-72 "
2-21,Louisiana+Monroe,Little Rock,"W, 78-66 "
2-22,Louisiana+Monroe,Little Rock,"W, 68-64 "
2-26,Louisiana+Monroe,Texas St.,"L, 58-49 "
2-27,Louisiana+Monroe,Texas St.,"L, 61-57 "
3-05,Louisiana+Monroe,South Alabama,"L, 80-72 "
11-25,South+Alabama,Florida Atlantic,"W, 68-66 "
11-27,South+Alabama,Mobile,"W, 95-75 "
11-29,South+Alabama,Jacksonville St.,"L, 77-73 "
12-01,South+Alabama,Emmanuel (GA),"W, 86-47 "
12-04,South+Alabama,Auburn,"L, 90-81 "
12-08,South+Alabama,William Carey,"W, 80-67 "
12-12,South+Alabama,Southern Miss,"W, 76-75 "
12-16,South+Alabama,Flagler,"W, 103-81 "
12-19,South+Alabama,Alabama A&M,"L, 93-90 2OT"
1-01,South+Alabama,Georgia Southern,"W, 88-59 "
1-02,South+Alabama,Georgia Southern,"L, 62-49 "
1-08,South+Alabama,Coastal Carolina,"L, 78-65 "
1-09,South+Alabama,Coastal Carolina,"L, 83-69 "
1-15,South+Alabama,Appalachian St.,"W, 73-64 "
1-16,South+Alabama,Appalachian St.,"L, 83-77 "
1-22,South+Alabama,Georgia Southern,"L, 84-75 OT"
1-23,South+Alabama,Georgia Southern,"W, 62-48 "
2-05,South+Alabama,Coastal Carolina,"W, 71-65 "
2-06,South+Alabama,Coastal Carolina,"W, 70-66 "
2-09,South+Alabama,Georgia St.,"W, 70-67 "
2-11,South+Alabama,Troy,"W, 73-70 "
2-13,South+Alabama,Troy,"W, 58-51 "
2-19,South+Alabama,Appalachian St.,"W, 65-63 "
2-20,South+Alabama,Appalachian St.,"W, 56-54 "
2-26,South+Alabama,Georgia St.,"L, 84-81 "
2-27,South+Alabama,Georgia St.,"L, 82-73 "
3-05,South+Alabama,Louisiana Monroe,"W, 80-72 "
3-06,South+Alabama,Louisiana Lafayette,"L, 79-68 "
11-25,Texas+St.,Mary Hardin-Baylor,"W, 98-59 "
11-28,Texas+St.,Texas A&M Corpus Chris,"W, 75-63 "
11-30,Texas+St.,Mississippi St.,"L, 68-51 "
12-05,Texas+St.,Incarnate Word,"W, 72-64 "
12-09,Texas+St.,Texas,"L, 74-53 "
12-12,Texas+St.,Our Lady of the Lake,"L, 61-58 "
12-15,Texas+St.,Texas A&M Corpus Chris,"W, 51-46 "
12-19,Texas+St.,Denver,"W, 70-68 "
12-21,Texas+St.,Northern Arizona,"W, 70-65 "
1-01,Texas+St.,Louisiana Lafayette,"L, 83-77 OT"
1-02,Texas+St.,Louisiana Lafayette,"W, 71-59 "
1-15,Texas+St.,Little Rock,"W, 63-59 "
1-16,Texas+St.,Little Rock,"W, 67-56 "
1-22,Texas+St.,Louisiana Monroe,"W, 57-47 "
1-23,Texas+St.,Louisiana Monroe,"W, 69-63 "
1-29,Texas+St.,Louisiana Lafayette,"L, 62-60 "
1-30,Texas+St.,Louisiana Lafayette,"L, 74-73 "
2-05,Texas+St.,Little Rock,"W, 57-47 "
2-06,Texas+St.,Little Rock,"W, 77-67 OT"
2-11,Texas+St.,UT Arlington,"W, 63-56 "
2-13,Texas+St.,UT Arlington,"W, 79-68 "
2-22,Texas+St.,Arkansas St.,"W, 57-52 "
2-26,Texas+St.,Louisiana Monroe,"W, 58-49 "
2-27,Texas+St.,Louisiana Monroe,"W, 61-57 "
3-06,Texas+St.,Appalachian St.,"L, 76-73 OT"
11-27,Troy,Western Carolina,"W, 66-64 "
11-28,Troy,UNC Wilmington,"L, 73-50 "
12-04,Troy,Texas Tech,"L, 80-46 "
12-06,Troy,UAB,"L, 77-55 "
12-10,Troy,North Alabama,"W, 62-57 "
12-13,Troy,Central Baptist,"W, 61-44 "
12-16,Troy,Samford,"W, 79-71 "
12-19,Troy,Auburn,"L, 77-41 "
12-28,Troy,Carver,"W, 88-35 "
1-01,Troy,Appalachian St.,"W, 69-56 "
1-02,Troy,Appalachian St.,"L, 90-59 "
1-15,Troy,Georgia Southern,"L, 67-64 OT"
1-16,Troy,Georgia Southern,"L, 63-56 "
1-22,Troy,Coastal Carolina,"L, 90-81 "
1-23,Troy,Coastal Carolina,"L, 70-65 "
1-29,Troy,Appalachian St.,"W, 71-62 "
1-30,Troy,Appalachian St.,"W, 65-59 "
2-02,Troy,Spring Hill,"W, 90-73 "
2-05,Troy,Georgia Southern,"W, 68-56 "
2-06,Troy,Georgia Southern,"L, 79-64 "
2-11,Troy,South Alabama,"L, 73-70 "
2-13,Troy,South Alabama,"L, 58-51 "
2-19,Troy,Georgia St.,"L, 80-66 "
2-20,Troy,Georgia St.,"L, 65-53 "
2-26,Troy,Coastal Carolina,"L, 75-59 "
2-27,Troy,Coastal Carolina,"L, 76-71 "
3-05,Troy,UT Arlington,"W, 91-86 "
3-06,Troy,Coastal Carolina,"L, 86-68 "
11-25,UT+Arlington,Oklahoma St.,"L, 75-68 "
11-27,UT+Arlington,Louisiana Tech,"L, 76-71 "
11-28,UT+Arlington,Northwestern St.,"W, 80-71 "
12-02,UT+Arlington,Arkansas,"L, 72-60 "
12-04,UT+Arlington,Tulsa,"L, 79-64 "
12-11,UT+Arlington,Hardin-Simmons,"W, 91-66 "
12-17,UT+Arlington,Dallas Christian,"W, 109-48 "
12-22,UT+Arlington,Howard Payne,"W, 117-53 "
1-01,UT+Arlington,Little Rock,"L, 102-93 "
1-02,UT+Arlington,Little Rock,"L, 75-62 "
1-08,UT+Arlington,Louisiana Monroe,"W, 77-64 "
1-09,UT+Arlington,Louisiana Monroe,"W, 75-74 "
1-15,UT+Arlington,Louisiana Lafayette,"W, 91-86 "
1-16,UT+Arlington,Louisiana Lafayette,"L, 68-51 "
1-22,UT+Arlington,Little Rock,"L, 66-59 "
1-23,UT+Arlington,Little Rock,"W, 66-61 "
1-29,UT+Arlington,Arkansas St.,"L, 83-75 OT"
1-30,UT+Arlington,Arkansas St.,"W, 65-64 "
2-05,UT+Arlington,Louisiana Monroe,"W, 63-56 "
2-06,UT+Arlington,Louisiana Monroe,"W, 58-52 "
2-11,UT+Arlington,Texas St.,"L, 63-56 "
2-13,UT+Arlington,Texas St.,"L, 79-68 "
2-22,UT+Arlington,Louisiana Lafayette,"L, 76-74 "
2-26,UT+Arlington,Arkansas St.,"W, 73-71 "
2-27,UT+Arlington,Arkansas St.,"W, 64-56 "
3-05,UT+Arlington,Troy,"L, 91-86 "
11-25,Georgia+St.,Georgia Tech,"W, 123-120 4OT"
11-27,Georgia+St.,Toccoa Falls,"W, 105-60 "
11-30,Georgia+St.,Mercer,"L, 86-69 "
12-04,Georgia+St.,Charlotte,"W, 76-65 "
12-16,Georgia+St.,Mercer,"W, 88-81 "
12-18,Georgia+St.,Carver,"W, 122-57 "
12-21,Georgia+St.,College of Charleston,"W, 72-55 "
1-01,Georgia+St.,Coastal Carolina,"L, 81-69 "
1-02,Georgia+St.,Coastal Carolina,"W, 70-62 "
1-16,Georgia+St.,Coastal Carolina,"W, 71-68 "
1-22,Georgia+St.,Appalachian St.,"L, 80-71 "
1-23,Georgia+St.,Appalachian St.,"L, 74-61 "
2-09,Georgia+St.,South Alabama,"L, 70-67 "
2-11,Georgia+St.,Georgia Southern,"W, 79-75 "
2-19,Georgia+St.,Troy,"W, 80-66 "
2-20,Georgia+St.,Troy,"W, 65-53 "
2-23,Georgia+St.,Appalachian St.,"W, 85-71 "
2-26,Georgia+St.,South Alabama,"W, 84-81 "
2-27,Georgia+St.,South Alabama,"W, 82-73 "
3-06,Georgia+St.,Arkansas St.,"W, 71-68 "
3-07,Georgia+St.,Louisiana Lafayette,"W, 84-73 "
3-08,Georgia+St.,Appalachian St.,"L, 80-73 "
11-25,Little+Rock,Prairie View A&M,"W, 71-66 "
11-27,Little+Rock,UNC Greensboro,"L, 77-70 "
11-30,Little+Rock,Duquesne,"W, 76-66 "
12-03,Little+Rock,Winthrop,"L, 80-75 "
12-06,Little+Rock,Central Arkansas,"W, 86-83 "
12-18,Little+Rock,Champion Chris.,"W, 78-50 "
12-21,Little+Rock,Missouri St.,"L, 85-77 "
1-01,Little+Rock,UT Arlington,"W, 102-93 "
1-02,Little+Rock,UT Arlington,"W, 75-62 "
1-08,Little+Rock,Louisiana Lafayette,"L, 66-64 "
1-09,Little+Rock,Louisiana Lafayette,"W, 78-76 OT"
1-15,Little+Rock,Texas St.,"L, 63-59 "
1-16,Little+Rock,Texas St.,"L, 67-56 "
1-22,Little+Rock,UT Arlington,"W, 66-59 "
1-23,Little+Rock,UT Arlington,"L, 66-61 "
1-29,Little+Rock,Louisiana Monroe,"W, 66-62 "
1-30,Little+Rock,Louisiana Monroe,"W, 65-49 "
2-05,Little+Rock,Texas St.,"L, 57-47 "
2-06,Little+Rock,Texas St.,"L, 77-67 OT"
2-12,Little+Rock,Arkansas St.,"L, 73-62 "
2-13,Little+Rock,Arkansas St.,"L, 67-65 "
2-21,Little+Rock,Louisiana Monroe,"L, 78-66 "
2-22,Little+Rock,Louisiana Monroe,"L, 68-64 "
2-26,Little+Rock,Louisiana Lafayette,"L, 66-61 "
2-27,Little+Rock,Louisiana Lafayette,"W, 69-59 "
3-05,Little+Rock,Appalachian St.,"L, 67-60 "
11-25,Chattanooga,Lander,"W, 99-63 "
11-30,Chattanooga,Tennessee Tech,"W, 62-54 "
12-05,Chattanooga,Northern Kentucky,"W, 79-72 "
12-07,Chattanooga,Middle Tennessee,"W, 80-70 "
12-09,Chattanooga,Bellarmine,"W, 77-68 "
12-12,Chattanooga,North Georgia,"W, 81-63 "
12-16,Chattanooga,UNC Asheville,"W, 69-66 "
12-19,Chattanooga,UAB,"W, 69-66 "
12-22,Chattanooga,Tennessee St.,"W, 66-63 "
12-30,Chattanooga,Furman,"L, 77-73 "
1-02,Chattanooga,VMI,"L, 84-79 "
1-06,Chattanooga,Samford,"W, 73-68 "
1-09,Chattanooga,The Citadel,"L, 92-87 "
1-13,Chattanooga,Mercer,"W, 83-80 "
1-16,Chattanooga,Wofford,"L, 77-59 "
1-20,Chattanooga,Samford,"W, 70-64 "
1-23,Chattanooga,UNC Greensboro,"L, 74-66 "
2-03,Chattanooga,Western Carolina,"W, 74-67 "
2-06,Chattanooga,East Tennessee St.,"W, 67-65 "
2-10,Chattanooga,Wofford,"W, 78-66 "
2-13,Chattanooga,The Citadel,"W, 70-66 "
2-15,Chattanooga,East Tennessee St.,"W, 53-51 "
2-17,Chattanooga,Western Carolina,"W, 89-81 OT"
2-20,Chattanooga,UNC Greensboro,"L, 60-55 "
2-24,Chattanooga,Mercer,"L, 81-77 OT"
3-06,Chattanooga,East Tennessee St.,"L, 63-53 "
11-25,East+Tennessee+St.,Abilene Christian,"L, 70-47 "
11-26,East+Tennessee+St.,Austin Peay,"L, 67-66 "
11-27,East+Tennessee+St.,Middle Tennessee,"W, 57-43 "
12-12,East+Tennessee+St.,UAB,"L, 65-61 "
12-15,East+Tennessee+St.,Gardner Webb,"W, 65-60 "
12-17,East+Tennessee+St.,Columbia Int'l,"W, 96-54 "
12-19,East+Tennessee+St.,Lee,"W, 62-53 "
12-22,East+Tennessee+St.,Alabama,"L, 85-69 "
12-30,East+Tennessee+St.,Western Carolina,"W, 86-78 "
1-02,East+Tennessee+St.,UNC Greensboro,"W, 71-61 "
1-16,East+Tennessee+St.,Furman,"L, 78-66 "
1-18,East+Tennessee+St.,VMI,"W, 92-81 "
1-20,East+Tennessee+St.,Western Carolina,"W, 59-48 "
1-23,East+Tennessee+St.,Furman,"W, 71-62 "
1-30,East+Tennessee+St.,The Citadel,"W, 112-84 "
2-01,East+Tennessee+St.,Wofford,"L, 67-62 "
2-03,East+Tennessee+St.,Mercer,"W, 70-64 "
2-06,East+Tennessee+St.,Chattanooga,"L, 67-65 "
2-10,East+Tennessee+St.,The Citadel,"L, 79-71 "
2-13,East+Tennessee+St.,Wofford,"W, 71-49 "
2-15,East+Tennessee+St.,Chattanooga,"L, 53-51 "
2-17,East+Tennessee+St.,Mercer,"L, 71-64 "
2-27,East+Tennessee+St.,UNC Greensboro,"L, 85-74 OT"
3-06,East+Tennessee+St.,Chattanooga,"W, 63-53 "
3-07,East+Tennessee+St.,UNC Greensboro,"L, 77-65 "
11-25,Furman,Tusculum,"W, 95-62 "
11-28,Furman,USC Upstate,"W, 91-63 "
12-02,Furman,Southern Wesleyan,"W, 89-49 "
12-05,Furman,College of Charleston,"W, 81-57 "
12-09,Furman,Cincinnati,"L, 78-73 "
12-12,Furman,Flagler,"W, 86-61 "
12-15,Furman,Alabama,"L, 83-80 "
12-19,Furman,Winthrop,"L, 87-71 "
12-21,Furman,South Carolina St.,"W, 118-52 "
12-30,Furman,Chattanooga,"W, 77-73 "
1-02,Furman,Mercer,"W, 83-80 "
1-13,Furman,The Citadel,"W, 94-88 "
1-16,Furman,East Tennessee St.,"W, 78-66 "
1-20,Furman,VMI,"L, 74-73 "
1-23,Furman,East Tennessee St.,"L, 71-62 "
1-30,Furman,Western Carolina,"W, 75-69 "
2-06,Furman,Wofford,"L, 75-67 "
2-08,Furman,UNC Greensboro,"W, 68-49 "
2-10,Furman,UNC Greensboro,"L, 64-58 "
2-13,Furman,Western Carolina,"W, 88-70 "
2-17,Furman,Samford,"W, 78-64 "
2-20,Furman,Mercer,"W, 70-60 "
2-24,Furman,The Citadel,"W, 72-63 "
2-27,Furman,Wofford,"L, 74-73 "
3-06,Furman,VMI,"L, 91-90 OT"
11-25,Mercer,North Georgia,"W, 79-48 "
11-27,Mercer,Georgia Tech,"W, 83-73 "
11-30,Mercer,Georgia St.,"W, 86-69 "
12-05,Mercer,Columbia Int'l,"W, 88-62 "
12-06,Mercer,Southern Wesleyan,"W, 96-85 "
12-13,Mercer,Georgia Southern,"W, 77-75 "
12-16,Mercer,Georgia St.,"L, 88-81 "
12-22,Mercer,Kennesaw St.,"W, 81-71 "
12-29,Mercer,Wofford,"L, 78-65 "
1-02,Mercer,Furman,"L, 83-80 "
1-13,Mercer,Chattanooga,"L, 83-80 "
1-16,Mercer,Western Carolina,"W, 78-76 "
1-20,Mercer,The Citadel,"W, 83-63 "
1-23,Mercer,VMI,"W, 83-80 "
1-27,Mercer,UNC Greensboro,"L, 81-68 "
1-30,Mercer,Wofford,"L, 72-69 "
2-03,Mercer,East Tennessee St.,"L, 70-64 "
2-08,Mercer,Samford,"W, 89-82 2OT"
2-10,Mercer,Samford,"W, 77-70 OT"
2-13,Mercer,UNC Greensboro,"L, 77-74 "
2-17,Mercer,East Tennessee St.,"W, 71-64 "
2-20,Mercer,Furman,"L, 70-60 "
2-22,Mercer,The Citadel,"W, 88-52 "
2-24,Mercer,Chattanooga,"W, 81-77 OT"
2-27,Mercer,Western Carolina,"L, 85-61 "
3-05,Mercer,Samford,"W, 87-59 "
3-06,Mercer,Wofford,"W, 62-61 "
3-07,Mercer,VMI,"W, 73-59 "
3-08,Mercer,UNC Greensboro,"L, 69-61 "
11-29,Samford,Alabama A&M,"L, 78-76 "
12-01,Samford,Covenant,"W, 98-73 "
12-05,Samford,Belmont,"W, 96-83 "
12-12,Samford,Georgia,"L, 79-75 "
12-16,Samford,Troy,"L, 79-71 "
12-19,Samford,Kennesaw St.,"W, 65-63 "
12-21,Samford,Belhaven,"W, 133-84 "
12-30,Samford,VMI,"W, 84-71 "
1-02,Samford,Wofford,"L, 94-84 "
1-06,Samford,Chattanooga,"L, 73-68 "
1-14,Samford,UNC Greensboro,"L, 87-63 "
1-16,Samford,UNC Greensboro,"L, 82-70 "
1-18,Samford,Western Carolina,"W, 82-78 "
1-20,Samford,Chattanooga,"L, 70-64 "
2-08,Samford,Mercer,"L, 89-82 2OT"
2-10,Samford,Mercer,"L, 77-70 OT"
2-13,Samford,VMI,"L, 85-56 "
2-17,Samford,Furman,"L, 78-64 "
3-05,Samford,Mercer,"L, 87-59 "
11-25,The+Citadel,Piedmont,"W, 89-64 "
12-03,The+Citadel,North Carolina A&T,"W, 78-70 "
12-05,The+Citadel,Toccoa Falls,"W, 100-58 "
12-07,The+Citadel,Columbia Int'l,"W, 96-57 "
12-09,The+Citadel,Carver,"W, 102-51 "
12-19,The+Citadel,Longwood,"W, 91-89 "
12-22,The+Citadel,Presbyterian,"W, 94-82 "
1-09,The+Citadel,Chattanooga,"W, 92-87 "
1-13,The+Citadel,Furman,"L, 94-88 "
1-16,The+Citadel,VMI,"L, 110-103 "
1-18,The+Citadel,UNC Greensboro,"L, 87-73 "
1-20,The+Citadel,Mercer,"L, 83-63 "
1-27,The+Citadel,Wofford,"W, 77-69 "
1-30,The+Citadel,East Tennessee St.,"L, 112-84 "
2-01,The+Citadel,Western Carolina,"L, 76-75 "
2-03,The+Citadel,UNC Greensboro,"L, 85-66 "
2-06,The+Citadel,Western Carolina,"W, 74-63 "
2-10,The+Citadel,East Tennessee St.,"W, 79-71 "
2-13,The+Citadel,Chattanooga,"L, 70-66 "
2-17,The+Citadel,Wofford,"L, 81-67 "
2-20,The+Citadel,VMI,"W, 75-74 "
2-22,The+Citadel,Mercer,"L, 88-52 "
2-24,The+Citadel,Furman,"L, 72-63 "
3-05,The+Citadel,Western Carolina,"W, 100-86 "
3-06,The+Citadel,UNC Greensboro,"L, 80-72 "
11-27,UNC+Greensboro,Little Rock,"W, 77-70 "
12-01,UNC+Greensboro,Winthrop,"L, 75-67 "
12-02,UNC+Greensboro,Duquesne,"L, 81-68 "
12-10,UNC+Greensboro,Coppin St.,"L, 85-80 "
12-13,UNC+Greensboro,Norfolk St.,"W, 64-47 "
12-15,UNC+Greensboro,USC Upstate,"W, 65-57 "
12-19,UNC+Greensboro,Elon,"W, 71-64 "
12-22,UNC+Greensboro,North Carolina A&T,"W, 86-65 "
1-02,UNC+Greensboro,East Tennessee St.,"L, 71-61 "
1-06,UNC+Greensboro,Wofford,"W, 84-75 "
1-09,UNC+Greensboro,Wofford,"L, 48-45 "
1-14,UNC+Greensboro,Samford,"W, 87-63 "
1-16,UNC+Greensboro,Samford,"W, 82-70 "
1-18,UNC+Greensboro,The Citadel,"W, 87-73 "
1-23,UNC+Greensboro,Chattanooga,"W, 74-66 "
1-27,UNC+Greensboro,Mercer,"W, 81-68 "
1-30,UNC+Greensboro,VMI,"W, 76-59 "
2-03,UNC+Greensboro,The Citadel,"W, 85-66 "
2-08,UNC+Greensboro,Furman,"L, 68-49 "
2-10,UNC+Greensboro,Furman,"W, 64-58 "
2-13,UNC+Greensboro,Mercer,"W, 77-74 "
2-17,UNC+Greensboro,VMI,"L, 88-77 "
2-20,UNC+Greensboro,Chattanooga,"W, 60-55 "
2-22,UNC+Greensboro,Western Carolina,"W, 77-56 "
2-24,UNC+Greensboro,Western Carolina,"L, 81-80 "
2-27,UNC+Greensboro,East Tennessee St.,"W, 85-74 OT"
3-06,UNC+Greensboro,The Citadel,"W, 80-72 "
3-07,UNC+Greensboro,East Tennessee St.,"W, 77-65 "
3-08,UNC+Greensboro,Mercer,"W, 69-61 "
3-20,UNC+Greensboro,Florida St.,"L, 64-54 "
11-25,VMI,St. Andrews,"W, 0-0 "
11-28,VMI,Penn St.,"L, 86-65 "
12-01,VMI,Longwood,"W, 84-71 "
12-03,VMI,Virginia Tech,"L, 64-57 "
12-08,VMI,Greensboro,"W, 100-65 "
12-13,VMI,Hampton,"W, 79-64 "
12-15,VMI,Camp. Harrodsburg,"W, 106-72 "
12-18,VMI,Gardner Webb,"L, 88-77 "
12-21,VMI,George Mason,"L, 68-66 "
12-30,VMI,Samford,"L, 84-71 "
1-02,VMI,Chattanooga,"W, 84-79 "
1-13,VMI,Wofford,"L, 80-78 "
1-16,VMI,The Citadel,"W, 110-103 "
1-18,VMI,East Tennessee St.,"L, 92-81 "
1-20,VMI,Furman,"W, 74-73 "
1-23,VMI,Mercer,"L, 83-80 "
1-27,VMI,Western Carolina,"W, 87-61 "
1-30,VMI,UNC Greensboro,"L, 76-59 "
2-03,VMI,Wofford,"W, 84-80 OT"
2-10,VMI,Western Carolina,"L, 74-72 "
2-13,VMI,Samford,"W, 85-56 "
2-17,VMI,UNC Greensboro,"W, 88-77 "
2-20,VMI,The Citadel,"L, 75-74 "
3-06,VMI,Furman,"W, 91-90 OT"
3-07,VMI,Mercer,"L, 73-59 "
11-25,Western+Carolina,UNC Wilmington,"W, 98-76 "
11-27,Western+Carolina,Troy,"L, 66-64 "
11-28,Western+Carolina,UNC Asheville,"W, 83-81 OT"
11-30,Western+Carolina,Piedmont,"W, 96-58 "
12-03,Western+Carolina,Newberry,"W, 91-84 "
12-06,Western+Carolina,Tennessee Tech,"W, 76-75 OT"
12-12,Western+Carolina,North Carolina A&T,"W, 104-98 OT"
12-15,Western+Carolina,VCU,"L, 93-68 "
12-18,Western+Carolina,College of Charleston,"W, 76-70 OT"
12-30,Western+Carolina,East Tennessee St.,"L, 86-78 "
1-16,Western+Carolina,Mercer,"L, 78-76 "
1-18,Western+Carolina,Samford,"L, 82-78 "
1-20,Western+Carolina,East Tennessee St.,"L, 59-48 "
1-23,Western+Carolina,Wofford,"L, 91-78 "
1-27,Western+Carolina,VMI,"L, 87-61 "
1-30,Western+Carolina,Furman,"L, 75-69 "
2-01,Western+Carolina,The Citadel,"W, 76-75 "
2-03,Western+Carolina,Chattanooga,"L, 74-67 "
2-06,Western+Carolina,The Citadel,"L, 74-63 "
2-10,Western+Carolina,VMI,"W, 74-72 "
2-13,Western+Carolina,Furman,"L, 88-70 "
2-17,Western+Carolina,Chattanooga,"L, 89-81 OT"
2-20,Western+Carolina,Wofford,"L, 80-56 "
2-22,Western+Carolina,UNC Greensboro,"L, 77-56 "
2-24,Western+Carolina,UNC Greensboro,"W, 81-80 "
2-27,Western+Carolina,Mercer,"W, 85-61 "
3-05,Western+Carolina,The Citadel,"L, 100-86 "
11-25,Wofford,Toccoa Falls,"W, 88-49 "
11-28,Wofford,Carver,"W, 111-37 "
12-07,Wofford,Richmond,"L, 77-72 "
12-12,Wofford,South Florida,"L, 58-56 "
12-15,Wofford,Coastal Carolina,"W, 88-77 "
12-21,Wofford,Texas A&M,"L, 70-52 "
12-29,Wofford,Mercer,"W, 78-65 "
1-02,Wofford,Samford,"W, 94-84 "
1-06,Wofford,UNC Greensboro,"L, 84-75 "
1-09,Wofford,UNC Greensboro,"W, 48-45 "
1-13,Wofford,VMI,"W, 80-78 "
1-16,Wofford,Chattanooga,"W, 77-59 "
1-23,Wofford,Western Carolina,"W, 91-78 "
1-27,Wofford,The Citadel,"L, 77-69 "
1-30,Wofford,Mercer,"W, 72-69 "
2-01,Wofford,East Tennessee St.,"W, 67-62 "
2-03,Wofford,VMI,"L, 84-80 OT"
2-06,Wofford,Furman,"W, 75-67 "
2-10,Wofford,Chattanooga,"L, 78-66 "
2-13,Wofford,East Tennessee St.,"L, 71-49 "
2-17,Wofford,The Citadel,"W, 81-67 "
2-20,Wofford,Western Carolina,"W, 80-56 "
2-27,Wofford,Furman,"W, 74-73 "
3-06,Wofford,Mercer,"L, 62-61 "
11-25,Alabama,Jacksonville St.,"W, 81-57 "
11-30,Alabama,Stanford,"L, 82-64 "
12-01,Alabama,UNLV,"W, 86-74 "
12-02,Alabama,Providence,"W, 88-71 "
12-12,Alabama,Clemson,"L, 64-56 "
12-15,Alabama,Furman,"W, 83-80 "
12-19,Alabama,Western Kentucky,"L, 73-71 "
12-22,Alabama,East Tennessee St.,"W, 85-69 "
12-29,Alabama,Mississippi,"W, 82-64 "
1-02,Alabama,Tennessee,"W, 71-63 "
1-05,Alabama,Florida,"W, 86-71 "
1-09,Alabama,Auburn,"W, 94-90 "
1-12,Alabama,Kentucky,"W, 85-65 "
1-16,Alabama,Arkansas,"W, 90-59 "
1-19,Alabama,LSU,"W, 105-75 "
1-23,Alabama,Mississippi St.,"W, 81-73 "
1-26,Alabama,Kentucky,"W, 70-59 "
1-30,Alabama,Oklahoma,"L, 66-61 "
2-03,Alabama,LSU,"W, 78-60 "
2-06,Alabama,Missouri,"L, 68-65 "
2-09,Alabama,South Carolina,"W, 81-78 "
2-13,Alabama,Georgia,"W, 115-82 "
2-20,Alabama,Vanderbilt,"W, 82-78 "
2-24,Alabama,Arkansas,"L, 81-66 "
2-27,Alabama,Mississippi St.,"W, 64-59 "
3-02,Alabama,Auburn,"W, 70-58 "
3-06,Alabama,Georgia,"W, 89-79 "
3-12,Alabama,Mississippi St.,"W, 85-48 "
3-13,Alabama,Tennessee,"W, 73-68 "
3-14,Alabama,LSU,"W, 80-79 "
3-20,Alabama,Iona,"W, 68-55 "
3-22,Alabama,Maryland,"W, 96-77 "
3-28,Alabama,UCLA,"L, 88-78 OT"
11-25,Mississippi+St.,Clemson,"L, 53-42 "
11-26,Mississippi+St.,Liberty,"L, 84-73 "
11-30,Mississippi+St.,Texas St.,"W, 68-51 "
12-04,Mississippi+St.,North Texas,"W, 69-63 "
12-08,Mississippi+St.,Jackson St.,"W, 82-59 "
12-12,Mississippi+St.,Dayton,"L, 85-82 2OT"
12-16,Mississippi+St.,Central Arkansas,"W, 81-65 "
12-21,Mississippi+St.,Mississippi Valley St.,"W, 87-48 "
12-30,Mississippi+St.,Georgia,"W, 83-73 "
1-02,Mississippi+St.,Kentucky,"L, 78-73 2OT"
1-05,Mississippi+St.,Missouri,"W, 78-63 "
1-09,Mississippi+St.,Vanderbilt,"W, 84-81 "
1-13,Mississippi+St.,Texas A&M,"L, 56-55 "
1-16,Mississippi+St.,Florida,"W, 72-69 "
1-19,Mississippi+St.,Mississippi,"L, 64-46 "
1-23,Mississippi+St.,Alabama,"L, 81-73 "
1-26,Mississippi+St.,Tennessee,"L, 56-53 "
1-30,Mississippi+St.,Iowa St.,"W, 95-56 "
2-02,Mississippi+St.,Arkansas,"L, 61-45 "
2-06,Mississippi+St.,South Carolina,"W, 75-59 "
2-10,Mississippi+St.,LSU,"L, 94-80 "
2-13,Mississippi+St.,Vanderbilt,"L, 72-51 "
2-20,Mississippi+St.,Mississippi,"W, 66-56 "
2-24,Mississippi+St.,South Carolina,"W, 69-48 "
2-27,Mississippi+St.,Alabama,"L, 64-59 "
3-03,Mississippi+St.,Texas A&M,"W, 63-57 "
3-06,Mississippi+St.,Auburn,"L, 78-71 "
3-11,Mississippi+St.,Kentucky,"W, 74-73 "
3-12,Mississippi+St.,Alabama,"L, 85-48 "
3-20,Mississippi+St.,Saint Louis,"W, 74-68 "
3-25,Mississippi+St.,Richmond,"W, 68-67 "
3-27,Mississippi+St.,Louisiana Tech,"W, 84-62 "
3-28,Mississippi+St.,Memphis,"L, 77-64 "
11-25,Missouri,Oral Roberts,"W, 91-64 "
12-02,Missouri,Oregon,"W, 83-75 "
12-06,Missouri,Wichita St.,"W, 72-62 "
12-09,Missouri,Liberty,"W, 69-60 "
12-12,Missouri,Illinois,"W, 81-78 "
12-22,Missouri,Bradley,"W, 54-53 "
12-30,Missouri,Tennessee,"L, 73-53 "
1-02,Missouri,Arkansas,"W, 81-68 "
1-05,Missouri,Mississippi St.,"L, 78-63 "
1-16,Missouri,Texas A&M,"W, 68-52 "
1-19,Missouri,South Carolina,"W, 81-70 "
1-23,Missouri,Tennessee,"W, 73-64 "
1-26,Missouri,Auburn,"L, 88-82 "
1-30,Missouri,TCU,"W, 102-98 OT"
2-03,Missouri,Kentucky,"W, 75-70 "
2-06,Missouri,Alabama,"W, 68-65 "
2-10,Missouri,Mississippi,"L, 80-59 "
2-13,Missouri,Arkansas,"L, 86-81 OT"
2-16,Missouri,Georgia,"L, 80-70 "
2-20,Missouri,South Carolina,"W, 93-78 "
