date,team,opponent,result
2-16,Stephen+F.+Austin,Chicago St.,"W, 88-71 "
2-19,Stephen+F.+Austin,Lamar,"W, 70-56 "
2-24,Stephen+F.+Austin,Sam Houston St.,"W, 69-67 "
2-26,Stephen+F.+Austin,Abilene Christian,"W, 73-71 "
3-02,Stephen+F.+Austin,New Mexico St.,"W, 73-71 "
3-05,Stephen+F.+Austin,UT Rio Grande Valley,"W, 93-63 "
3-10,Stephen+F.+Austin,Abilene Christian,"L, 76-62 "
3-19,Stephen+F.+Austin,UNC Asheville,"-6.5, 73-6775%"
11-09,Denver,Regis CO,"W, 68-65 "
11-12,Denver,Ottawa (AZ),"L, 72-71 "
11-15,Denver,IUPUI,"W, 63-47 "
11-16,Denver,UTSA,"L, 78-64 "
11-17,Denver,Texas A&M Corpus Chris,"L, 69-67 "
11-21,Denver,Houston Baptist,"W, 74-61 "
11-24,Denver,Air Force,"L, 66-65 "
11-27,Denver,Utah Valley,"L, 77-68 OT"
12-02,Denver,Wyoming,"L, 77-64 "
12-05,Denver,Texas St.,"L, 71-58 "
12-09,Denver,New Mexico,"L, 87-67 "
12-11,Denver,Dixie St.,"L, 82-62 "
12-15,Denver,UC San Diego,"W, 64-56 "
12-20,Denver,Western Illinois,"L, 84-80 OT"
12-22,Denver,St. Thomas,"W, 75-74 "
12-30,Denver,Oral Roberts,"L, 83-66 "
1-08,Denver,North Dakota,"W, 93-74 "
1-10,Denver,North Dakota St.,"L, 87-69 "
1-13,Denver,South Dakota,"L, 80-71 "
1-15,Denver,South Dakota St.,"L, 80-62 "
1-17,Denver,UMKC,"W, 63-55 "
1-22,Denver,Nebraska Omaha,"W, 94-63 "
1-27,Denver,UMKC,"L, 72-61 "
1-29,Denver,Oral Roberts,"L, 89-80 "
2-03,Denver,North Dakota,"W, 81-79 OT"
2-05,Denver,North Dakota St.,"L, 73-65 "
2-10,Denver,South Dakota St.,"L, 84-61 "
2-12,Denver,South Dakota,"L, 84-76 "
2-17,Denver,Nebraska Omaha,"L, 72-69 "
2-24,Denver,St. Thomas,"W, 91-80 "
2-26,Denver,Western Illinois,"W, 83-77 "
3-05,Denver,North Dakota St.,"L, 82-62 "
11-09,IPFW,Earlham,"W, 103-54 "
11-16,IPFW,Austin Peay,"W, 65-60 "
11-19,IPFW,Minnesota,"L, 78-49 "
11-26,IPFW,Southeastern Louisiana,"W, 74-66 "
11-27,IPFW,Western Michigan,"L, 93-85 OT"
11-28,IPFW,Florida Gulf Coast,"L, 85-78 "
12-02,IPFW,Wright St.,"L, 86-73 "
12-04,IPFW,Northern Kentucky,"W, 71-57 "
12-08,IPFW,SIU Edwardsville,"L, 80-59 "
12-11,IPFW,Southeast Missouri St.,"W, 78-65 "
12-30,IPFW,Cleveland St.,"L, 90-81 "
1-05,IPFW,Cleveland St.,"L, 65-58 "
1-07,IPFW,Youngstown St.,"W, 71-61 "
1-09,IPFW,Robert Morris,"W, 76-70 "
1-13,IPFW,Detroit,"W, 62-60 "
1-15,IPFW,Oakland,"L, 76-68 "
1-17,IPFW,Michigan-Dearborn,"W, 102-59 "
1-21,IPFW,Robert Morris,"W, 86-62 "
1-23,IPFW,Youngstown St.,"W, 82-71 "
1-28,IPFW,Northern Kentucky,"L, 59-49 "
1-30,IPFW,Wright St.,"L, 75-63 "
2-04,IPFW,Milwaukee,"W, 70-60 "
2-06,IPFW,Green Bay,"W, 71-55 "
2-10,IPFW,IUPUI,"W, 72-57 "
2-12,IPFW,Illinois Chicago,"W, 73-66 "
2-14,IPFW,Cleveland St.,"W, 102-98 3OT"
2-18,IPFW,Green Bay,"W, 74-55 "
2-20,IPFW,Milwaukee,"W, 81-71 "
2-24,IPFW,Oakland,"W, 81-70 "
2-26,IPFW,Detroit,"W, 81-78 "
3-03,IPFW,Illinois Chicago,"W, 78-72 "
3-07,IPFW,Northern Kentucky,"L, 57-43 "
3-19,IPFW,Drake,"+7.8, 73-6521%"
11-09,Nebraska+Omaha,Hastings,"W, 67-57 "
11-13,Nebraska+Omaha,Ball St.,"L, 73-69 "
11-17,Nebraska+Omaha,Kansas St.,"L, 79-64 "
11-20,Nebraska+Omaha,Montana,"L, 68-47 "
11-23,Nebraska+Omaha,Texas Tech,"L, 96-40 "
11-26,Nebraska+Omaha,Purdue,"L, 97-40 "
11-30,Nebraska+Omaha,SIU Edwardsville,"L, 75-65 "
12-04,Nebraska+Omaha,Eastern Washington,"L, 92-81 "
12-08,Nebraska+Omaha,Drake,"L, 78-70 "
12-11,Nebraska+Omaha,Texas A&M Corpus Chris,"L, 87-73 "
12-15,Nebraska+Omaha,UNLV,"L, 84-71 "
12-20,Nebraska+Omaha,St. Thomas,"L, 80-73 "
12-22,Nebraska+Omaha,Western Illinois,"W, 84-78 "
1-01,Nebraska+Omaha,Oral Roberts,"L, 107-62 "
1-06,Nebraska+Omaha,North Dakota,"W, 98-82 "
1-08,Nebraska+Omaha,North Dakota St.,"L, 71-67 "
1-10,Nebraska+Omaha,UMKC,"L, 64-61 "
1-13,Nebraska+Omaha,South Dakota St.,"L, 95-86 "
1-15,Nebraska+Omaha,South Dakota,"L, 105-70 "
1-22,Nebraska+Omaha,Denver,"L, 94-63 "
1-27,Nebraska+Omaha,Oral Roberts,"L, 100-88 "
1-29,Nebraska+Omaha,UMKC,"W, 69-68 "
2-03,Nebraska+Omaha,North Dakota St.,"L, 71-64 "
2-05,Nebraska+Omaha,North Dakota,"L, 92-85 "
2-10,Nebraska+Omaha,South Dakota,"L, 91-69 "
2-12,Nebraska+Omaha,South Dakota St.,"L, 82-61 "
2-17,Nebraska+Omaha,Denver,"W, 72-69 "
2-24,Nebraska+Omaha,Western Illinois,"L, 88-76 "
2-26,Nebraska+Omaha,St. Thomas,"L, 95-74 "
3-05,Nebraska+Omaha,South Dakota St.,"L, 87-79 "
11-09,Oral+Roberts,Colorado St.,"L, 109-80 "
11-12,Oral+Roberts,Southwestern Christ.,"W, 121-50 "
11-18,Oral+Roberts,Haskell,"W, 89-46 "
11-20,Oral+Roberts,Central Arkansas,"L, 70-67 "
11-23,Oral+Roberts,Rogers St.,"W, 91-31 "
11-26,Oral+Roberts,Oklahoma St.,"L, 78-77 OT"
11-29,Oral+Roberts,Tulsa,"W, 87-80 "
12-02,Oral+Roberts,TCU,"L, 71-63 "
12-04,Oral+Roberts,Houston Baptist,"W, 85-67 "
12-11,Oral+Roberts,Missouri St.,"L, 69-60 "
12-16,Oral+Roberts,UT Arlington,"W, 71-62 "
12-20,Oral+Roberts,South Dakota,"W, 82-73 "
12-22,Oral+Roberts,South Dakota St.,"L, 82-76 "
12-30,Oral+Roberts,Denver,"W, 83-66 "
1-01,Oral+Roberts,Nebraska Omaha,"W, 107-62 "
1-06,Oral+Roberts,St. Thomas,"W, 81-66 "
1-08,Oral+Roberts,Western Illinois,"W, 87-86 "
1-15,Oral+Roberts,UMKC,"W, 84-72 "
1-20,Oral+Roberts,North Dakota,"W, 80-76 "
1-22,Oral+Roberts,North Dakota St.,"L, 72-71 "
1-27,Oral+Roberts,Nebraska Omaha,"W, 100-88 "
1-29,Oral+Roberts,Denver,"W, 89-80 "
2-03,Oral+Roberts,Western Illinois,"L, 90-85 "
2-05,Oral+Roberts,St. Thomas,"W, 88-66 "
2-12,Oral+Roberts,UMKC,"W, 91-86 "
2-17,Oral+Roberts,North Dakota St.,"L, 77-59 "
2-19,Oral+Roberts,North Dakota,"W, 87-73 "
2-24,Oral+Roberts,South Dakota St.,"L, 106-102 OT"
2-26,Oral+Roberts,South Dakota,"L, 92-87 "
3-06,Oral+Roberts,Western Illinois,"W, 80-68 "
3-07,Oral+Roberts,North Dakota St.,"L, 92-72 "
11-11,South+Dakota,Air Force,"W, 59-53 "
11-14,South+Dakota,Drake,"L, 99-50 "
11-19,South+Dakota,Southern,"W, 71-68 "
11-21,South+Dakota,Tennessee St.,"W, 83-66 "
11-23,South+Dakota,Presentation,"W, 99-58 "
11-27,South+Dakota,Nebraska,"L, 83-70 "
11-30,South+Dakota,San Jose St.,"L, 61-52 "
12-03,South+Dakota,Waldorf,"W, 93-37 "
12-07,South+Dakota,Northern Colorado,"L, 74-69 "
12-11,South+Dakota,Northern Arizona,"W, 76-71 OT"
12-15,South+Dakota,Bellarmine,"W, 78-64 "
12-20,South+Dakota,Oral Roberts,"L, 82-73 "
12-22,South+Dakota,UMKC,"L, 68-57 "
1-08,South+Dakota,South Dakota St.,"L, 84-65 "
1-10,South+Dakota,North Dakota,"W, 75-68 "
1-13,South+Dakota,Denver,"W, 80-71 "
1-15,South+Dakota,Nebraska Omaha,"W, 105-70 "
1-22,South+Dakota,St. Thomas,"W, 90-79 "
1-24,South+Dakota,Western Illinois,"W, 75-72 "
1-27,South+Dakota,North Dakota St.,"L, 74-62 OT"
1-29,South+Dakota,North Dakota,"W, 71-58 "
2-05,South+Dakota,South Dakota St.,"L, 89-79 "
2-07,South+Dakota,North Dakota St.,"L, 76-74 "
2-10,South+Dakota,Nebraska Omaha,"W, 91-69 "
2-12,South+Dakota,Denver,"W, 84-76 "
2-17,South+Dakota,St. Thomas,"W, 81-60 "
2-19,South+Dakota,Western Illinois,"W, 78-65 "
2-24,South+Dakota,UMKC,"L, 72-63 "
2-26,South+Dakota,Oral Roberts,"W, 92-87 "
3-06,South+Dakota,UMKC,"W, 74-61 "
3-07,South+Dakota,South Dakota St.,"L, 83-60 "
11-09,South+Dakota+St.,Bradley,"W, 81-65 "
11-12,South+Dakota+St.,Alabama,"L, 104-88 "
11-14,South+Dakota+St.,Stephen F. Austin,"W, 83-71 "
11-17,South+Dakota+St.,Montana St.,"W, 91-74 "
11-18,South+Dakota+St.,Presentation,"W, 99-62 "
11-22,South+Dakota+St.,Nevada,"W, 102-75 "
11-23,South+Dakota+St.,Washington,"L, 87-76 "
11-24,South+Dakota+St.,George Mason,"W, 80-76 "
11-30,South+Dakota+St.,Prairie View A&M,"W, 99-90 "
12-03,South+Dakota+St.,Minn.-Morris,"W, 112-47 "
12-08,South+Dakota+St.,Idaho,"L, 98-84 "
12-11,South+Dakota+St.,Washington St.,"W, 77-74 "
12-15,South+Dakota+St.,Missouri St.,"L, 75-63 "
12-20,South+Dakota+St.,UMKC,"W, 89-57 "
12-22,South+Dakota+St.,Oral Roberts,"W, 82-76 "
12-30,South+Dakota+St.,North Dakota St.,"W, 90-86 "
1-08,South+Dakota+St.,South Dakota,"W, 84-65 "
1-13,South+Dakota+St.,Nebraska Omaha,"W, 95-86 "
1-15,South+Dakota+St.,Denver,"W, 80-62 "
1-20,South+Dakota+St.,St. Thomas,"W, 92-77 "
1-22,South+Dakota+St.,Western Illinois,"W, 93-75 "
1-27,South+Dakota+St.,North Dakota,"W, 96-61 "
1-29,South+Dakota+St.,North Dakota St.,"W, 80-76 "
1-31,South+Dakota+St.,North Dakota,"W, 70-64 "
2-05,South+Dakota+St.,South Dakota,"W, 89-79 "
2-10,South+Dakota+St.,Denver,"W, 84-61 "
2-12,South+Dakota+St.,Nebraska Omaha,"W, 82-61 "
2-17,South+Dakota+St.,Western Illinois,"W, 91-66 "
2-19,South+Dakota+St.,St. Thomas,"W, 79-60 "
2-24,South+Dakota+St.,Oral Roberts,"W, 106-102 OT"
2-26,South+Dakota+St.,UMKC,"W, 86-75 "
3-05,South+Dakota+St.,Nebraska Omaha,"W, 87-79 "
3-07,South+Dakota+St.,South Dakota,"W, 83-60 "
3-08,South+Dakota+St.,North Dakota St.,"W, 75-69 "
3-17,South+Dakota+St.,Providence,"+2.3, 77-7542%"
11-09,Western+Illinois,Nebraska,"W, 75-74 "
11-12,Western+Illinois,Culver Stockton,"W, 91-69 "
11-16,Western+Illinois,Iowa Wesleyan,"W, 97-71 "
11-20,Western+Illinois,DePaul,"L, 84-80 "
11-22,Western+Illinois,Northern Kentucky,"W, 69-67 "
11-24,Western+Illinois,Eastern Michigan,"L, 72-68 "
11-27,Western+Illinois,Miami OH,"W, 79-67 "
12-01,Western+Illinois,Ball St.,"W, 93-80 "
12-04,Western+Illinois,Tennessee Martin,"W, 81-64 "
12-05,Western+Illinois,Central Michigan,"W, 97-70 "
12-18,Western+Illinois,Eastern Illinois,"W, 71-54 "
12-20,Western+Illinois,Denver,"W, 84-80 OT"
12-22,Western+Illinois,Nebraska Omaha,"L, 84-78 "
12-29,Western+Illinois,Iowa,"L, 92-71 "
1-01,Western+Illinois,St. Thomas,"L, 89-66 "
1-08,Western+Illinois,Oral Roberts,"L, 87-86 "
1-13,Western+Illinois,North Dakota,"W, 73-68 "
1-15,Western+Illinois,North Dakota St.,"W, 90-79 OT"
1-22,Western+Illinois,South Dakota St.,"L, 93-75 "
1-24,Western+Illinois,South Dakota,"L, 75-72 "
1-29,Western+Illinois,St. Thomas,"W, 81-52 "
1-31,Western+Illinois,UMKC,"L, 83-75 "
2-03,Western+Illinois,Oral Roberts,"W, 90-85 "
2-05,Western+Illinois,UMKC,"L, 91-82 "
2-10,Western+Illinois,North Dakota St.,"L, 84-81 2OT"
2-12,Western+Illinois,North Dakota,"W, 70-68 "
2-17,Western+Illinois,South Dakota St.,"L, 91-66 "
2-19,Western+Illinois,South Dakota,"L, 78-65 "
2-24,Western+Illinois,Nebraska Omaha,"W, 88-76 "
2-26,Western+Illinois,Denver,"L, 83-77 "
3-06,Western+Illinois,Oral Roberts,"L, 80-68 "
3-15,Western+Illinois,UTEP,"+8.1, 76-6821%"
11-09,North+Dakota+St.,Concordia-M'head,"W, 88-44 "
11-12,North+Dakota+St.,Cal Poly,"W, 60-57 "
11-15,North+Dakota+St.,UNLV,"L, 64-62 "
11-16,North+Dakota+St.,Arizona,"L, 97-45 "
11-22,North+Dakota+St.,Tarleton St.,"W, 54-53 "
11-27,North+Dakota+St.,Idaho,"W, 90-73 "
11-30,North+Dakota+St.,Creighton,"L, 80-55 "
12-02,North+Dakota+St.,Northland,"W, 114-51 "
12-07,North+Dakota+St.,Montana St.,"L, 68-49 "
12-10,North+Dakota+St.,Cal St. Northridge,"W, 68-54 "
12-13,North+Dakota+St.,Indiana St.,"W, 77-70 "
12-17,North+Dakota+St.,Pacific,"W, 73-61 "
12-22,North+Dakota+St.,North Dakota,"W, 86-76 "
12-30,North+Dakota+St.,South Dakota St.,"L, 90-86 "
1-08,North+Dakota+St.,Nebraska Omaha,"W, 71-67 "
1-10,North+Dakota+St.,Denver,"W, 87-69 "
1-15,North+Dakota+St.,Western Illinois,"L, 90-79 OT"
1-20,North+Dakota+St.,UMKC,"L, 80-77 "
1-22,North+Dakota+St.,Oral Roberts,"W, 72-71 "
1-25,North+Dakota+St.,St. Thomas,"W, 77-56 "
1-27,North+Dakota+St.,South Dakota,"W, 74-62 OT"
1-29,North+Dakota+St.,South Dakota St.,"L, 80-76 "
2-03,North+Dakota+St.,Nebraska Omaha,"W, 71-64 "
2-05,North+Dakota+St.,Denver,"W, 73-65 "
2-07,North+Dakota+St.,South Dakota,"W, 76-74 "
2-10,North+Dakota+St.,Western Illinois,"W, 84-81 2OT"
2-12,North+Dakota+St.,St. Thomas,"W, 75-64 "
2-17,North+Dakota+St.,Oral Roberts,"W, 77-59 "
2-19,North+Dakota+St.,UMKC,"L, 85-71 "
2-26,North+Dakota+St.,North Dakota,"W, 79-53 "
3-05,North+Dakota+St.,Denver,"W, 82-62 "
3-07,North+Dakota+St.,Oral Roberts,"W, 92-72 "
3-08,North+Dakota+St.,South Dakota St.,"L, 75-69 "
11-09,Fort+Wayne,Earlham,"W, 103-54 "
11-16,Fort+Wayne,Austin Peay,"W, 65-60 "
11-19,Fort+Wayne,Minnesota,"L, 78-49 "
11-26,Fort+Wayne,Southeastern Louisiana,"W, 74-66 "
11-27,Fort+Wayne,Western Michigan,"L, 93-85 OT"
11-28,Fort+Wayne,Florida Gulf Coast,"L, 85-78 "
12-02,Fort+Wayne,Wright St.,"L, 86-73 "
12-04,Fort+Wayne,Northern Kentucky,"W, 71-57 "
12-08,Fort+Wayne,SIU Edwardsville,"L, 80-59 "
12-11,Fort+Wayne,Southeast Missouri St.,"W, 78-65 "
12-30,Fort+Wayne,Cleveland St.,"L, 90-81 "
1-05,Fort+Wayne,Cleveland St.,"L, 65-58 "
1-07,Fort+Wayne,Youngstown St.,"W, 71-61 "
1-09,Fort+Wayne,Robert Morris,"W, 76-70 "
1-13,Fort+Wayne,Detroit,"W, 62-60 "
1-15,Fort+Wayne,Oakland,"L, 76-68 "
1-17,Fort+Wayne,Michigan-Dearborn,"W, 102-59 "
1-21,Fort+Wayne,Robert Morris,"W, 86-62 "
1-23,Fort+Wayne,Youngstown St.,"W, 82-71 "
1-28,Fort+Wayne,Northern Kentucky,"L, 59-49 "
1-30,Fort+Wayne,Wright St.,"L, 75-63 "
2-04,Fort+Wayne,Milwaukee,"W, 70-60 "
2-06,Fort+Wayne,Green Bay,"W, 71-55 "
2-10,Fort+Wayne,IUPUI,"W, 72-57 "
2-12,Fort+Wayne,Illinois Chicago,"W, 73-66 "
2-14,Fort+Wayne,Cleveland St.,"W, 102-98 3OT"
2-18,Fort+Wayne,Green Bay,"W, 74-55 "
2-20,Fort+Wayne,Milwaukee,"W, 81-71 "
2-24,Fort+Wayne,Oakland,"W, 81-70 "
2-26,Fort+Wayne,Detroit,"W, 81-78 "
3-03,Fort+Wayne,Illinois Chicago,"W, 78-72 "
3-07,Fort+Wayne,Northern Kentucky,"L, 57-43 "
3-19,Fort+Wayne,Drake,"+7.8, 73-6521%"
11-09,Alabama+St.,Western Kentucky,"L, 79-74 "
11-10,Alabama+St.,Vanderbilt,"L, 91-72 "
11-13,Alabama+St.,Missouri St.,"L, 78-60 "
11-16,Alabama+St.,Iowa St.,"L, 68-60 "
11-18,Alabama+St.,Iowa,"L, 108-82 "
11-20,Alabama+St.,North Carolina Central,"W, 80-74 OT"
11-22,Alabama+St.,Tuskegee,"W, 91-65 "
11-28,Alabama+St.,North Alabama,"L, 81-69 "
12-01,Alabama+St.,Dayton,"L, 93-54 "
12-08,Alabama+St.,Samford,"L, 74-64 "
12-11,Alabama+St.,Pepperdine,"L, 79-62 "
12-22,Alabama+St.,Texas,"L, 68-48 "
12-28,Alabama+St.,Texas Tech,"L, 75-53 "
1-03,Alabama+St.,Mississippi Valley St.,"W, 84-75 "
1-05,Alabama+St.,Arkansas Pine Bluff,"L, 70-68 "
1-08,Alabama+St.,Jackson St.,"W, 72-57 "
1-10,Alabama+St.,Alcorn St.,"L, 70-60 "
1-15,Alabama+St.,Alabama A&M,"W, 59-55 "
1-22,Alabama+St.,Prairie View A&M,"L, 70-67 "
1-24,Alabama+St.,Texas Southern,"L, 73-66 "
1-29,Alabama+St.,Bethune Cookman,"W, 79-73 "
1-31,Alabama+St.,Florida A&M,"L, 66-65 "
2-05,Alabama+St.,Grambling St.,"W, 80-72 "
2-07,Alabama+St.,Southern,"L, 72-58 "
2-12,Alabama+St.,Arkansas Pine Bluff,"L, 75-70 "
2-14,Alabama+St.,Mississippi Valley St.,"L, 85-71 "
2-19,Alabama+St.,Florida A&M,"L, 86-83 OT"
2-21,Alabama+St.,Bethune Cookman,"W, 89-78 "
2-26,Alabama+St.,Alabama A&M,"L, 80-65 "
3-03,Alabama+St.,Southern,"W, 77-67 "
3-05,Alabama+St.,Grambling St.,"W, 78-75 "
11-09,Alcorn+St.,Washington St.,"L, 85-67 "
11-10,Alcorn+St.,Seattle,"L, 69-66 "
11-13,Alcorn+St.,Portland,"L, 62-58 "
11-15,Alcorn+St.,Gonzaga,"L, 84-57 "
11-26,Alcorn+St.,Southern Illinois,"L, 62-59 "
11-28,Alcorn+St.,Milwaukee,"W, 61-57 "
12-04,Alcorn+St.,Tulane,"L, 85-64 "
12-06,Alcorn+St.,Houston,"L, 77-45 "
12-14,Alcorn+St.,Wichita St.,"L, 82-63 "
12-16,Alcorn+St.,Tulsa,"L, 83-62 "
12-20,Alcorn+St.,Baylor,"L, 94-57 "
12-22,Alcorn+St.,Oklahoma,"L, 72-48 "
1-05,Alcorn+St.,Jackson St.,"W, 65-50 "
1-08,Alcorn+St.,Alabama A&M,"W, 78-71 "
1-10,Alcorn+St.,Alabama St.,"W, 70-60 "
1-15,Alcorn+St.,Texas Southern,"W, 73-72 "
1-17,Alcorn+St.,Prairie View A&M,"L, 74-73 "
1-22,Alcorn+St.,Florida A&M,"L, 70-68 "
1-24,Alcorn+St.,Bethune Cookman,"W, 70-67 "
1-29,Alcorn+St.,Southern,"W, 68-64 "
1-31,Alcorn+St.,Grambling St.,"L, 80-73 "
2-05,Alcorn+St.,Arkansas Pine Bluff,"W, 70-64 "
2-07,Alcorn+St.,Mississippi Valley St.,"W, 79-71 "
2-12,Alcorn+St.,Bethune Cookman,"L, 71-63 OT"
2-14,Alcorn+St.,Florida A&M,"W, 68-56 "
2-19,Alcorn+St.,Jackson St.,"W, 61-60 "
2-26,Alcorn+St.,Prairie View A&M,"W, 72-69 "
2-28,Alcorn+St.,Texas Southern,"W, 75-72 "
3-03,Alcorn+St.,Mississippi Valley St.,"W, 72-69 "
3-05,Alcorn+St.,Arkansas Pine Bluff,"W, 100-77 "
3-09,Alcorn+St.,Prairie View A&M,"W, 64-63 OT"
3-11,Alcorn+St.,Alabama A&M,"W, 69-64 "
3-12,Alcorn+St.,Texas Southern,"L, 87-62 "
3-15,Alcorn+St.,Texas A&M,"+17.5, 78-615%"
11-09,Arkansas+Pine+Bluff,Creighton,"L, 90-77 "
11-12,Arkansas+Pine+Bluff,Colorado St.,"L, 91-71 "
11-14,Arkansas+Pine+Bluff,Wyoming,"L, 85-45 "
11-18,Arkansas+Pine+Bluff,Portland,"L, 86-74 "
11-22,Arkansas+Pine+Bluff,Seattle,"L, 77-56 "
11-24,Arkansas+Pine+Bluff,UC Santa Barbara,"L, 86-58 "
11-26,Arkansas+Pine+Bluff,Pacific,"L, 74-50 "
11-29,Arkansas+Pine+Bluff,Arkansas Baptist,"W, 75-70 "
12-01,Arkansas+Pine+Bluff,Iowa St.,"L, 83-64 "
12-04,Arkansas+Pine+Bluff,Baylor,"L, 99-54 "
12-08,Arkansas+Pine+Bluff,Arkansas St.,"L, 84-73 "
12-14,Arkansas+Pine+Bluff,Texas,"L, 63-31 "
12-18,Arkansas+Pine+Bluff,Ecclesia,"W, 97-56 "
1-03,Arkansas+Pine+Bluff,Alabama A&M,"L, 70-50 "
1-05,Arkansas+Pine+Bluff,Alabama St.,"W, 70-68 "
1-08,Arkansas+Pine+Bluff,Texas Southern,"L, 90-71 "
1-10,Arkansas+Pine+Bluff,Prairie View A&M,"L, 75-58 "
1-15,Arkansas+Pine+Bluff,Florida A&M,"L, 71-66 OT"
1-17,Arkansas+Pine+Bluff,Bethune Cookman,"W, 69-63 "
1-22,Arkansas+Pine+Bluff,Southern,"L, 99-51 "
1-24,Arkansas+Pine+Bluff,Grambling St.,"L, 76-65 "
1-29,Arkansas+Pine+Bluff,Mississippi Valley St.,"W, 74-68 "
2-05,Arkansas+Pine+Bluff,Alcorn St.,"L, 70-64 "
2-07,Arkansas+Pine+Bluff,Jackson St.,"L, 60-47 "
2-12,Arkansas+Pine+Bluff,Alabama St.,"W, 75-70 "
2-14,Arkansas+Pine+Bluff,Alabama A&M,"L, 74-69 "
2-19,Arkansas+Pine+Bluff,Prairie View A&M,"L, 92-84 "
2-21,Arkansas+Pine+Bluff,Texas Southern,"L, 70-68 "
2-26,Arkansas+Pine+Bluff,Mississippi Valley St.,"W, 93-79 "
3-03,Arkansas+Pine+Bluff,Jackson St.,"L, 87-79 "
3-05,Arkansas+Pine+Bluff,Alcorn St.,"L, 100-77 "
11-09,Grambling+St.,Grand Canyon,"L, 74-53 "
11-12,Grambling+St.,Texas Tech,"L, 88-62 "
11-15,Grambling+St.,New Mexico,"L, 86-61 "
11-21,Grambling+St.,Iowa St.,"L, 82-47 "
11-24,Grambling+St.,Louisiana College,"W, 71-61 "
11-28,Grambling+St.,Morgan St.,"W, 74-59 "
11-29,Grambling+St.,Norfolk St.,"L, 70-63 "
12-02,Grambling+St.,Jarvis Christian,"W, 71-44 "
12-04,Grambling+St.,Connecticut,"L, 88-59 "
12-11,Grambling+St.,Incarnate Word,"L, 72-62 "
12-14,Grambling+St.,UAB,"L, 79-61 "
12-21,Grambling+St.,TCU,"L, 90-55 "
12-28,Grambling+St.,Southern Illinois,"L, 75-64 "
1-05,Grambling+St.,Texas Southern,"L, 67-61 "
1-08,Grambling+St.,Bethune Cookman,"W, 68-66 "
1-10,Grambling+St.,Florida A&M,"L, 75-66 "
1-15,Grambling+St.,Southern,"W, 83-77 "
1-22,Grambling+St.,Mississippi Valley St.,"W, 68-64 "
1-24,Grambling+St.,Arkansas Pine Bluff,"W, 76-65 "
1-29,Grambling+St.,Jackson St.,"W, 73-64 "
1-31,Grambling+St.,Alcorn St.,"W, 80-73 "
2-05,Grambling+St.,Alabama St.,"L, 80-72 "
2-07,Grambling+St.,Alabama A&M,"W, 58-50 "
2-12,Grambling+St.,Texas Southern,"L, 68-65 "
2-14,Grambling+St.,Prairie View A&M,"L, 71-70 "
2-19,Grambling+St.,Southern,"W, 61-57 "
2-26,Grambling+St.,Florida A&M,"L, 79-73 "
2-28,Grambling+St.,Bethune Cookman,"L, 69-63 "
3-03,Grambling+St.,Alabama A&M,"L, 71-63 "
3-05,Grambling+St.,Alabama St.,"L, 78-75 "
3-10,Grambling+St.,Southern,"W, 60-58 "
3-11,Grambling+St.,Texas Southern,"L, 73-54 "
11-09,Jackson+St.,Illinois,"L, 71-47 "
11-12,Jackson+St.,Louisiana Tech,"L, 70-68 "
11-16,Jackson+St.,Cal Baptist,"L, 77-64 "
11-21,Jackson+St.,Marshall,"L, 80-66 "
11-23,Jackson+St.,Indiana,"L, 70-35 "
11-27,Jackson+St.,Louisiana Lafayette,"W, 75-70 "
11-30,Jackson+St.,Marquette,"L, 83-54 "
12-04,Jackson+St.,Illinois St.,"W, 61-55 "
12-12,Jackson+St.,Iowa St.,"L, 47-37 "
12-14,Jackson+St.,Northern Iowa,"L, 66-56 "
12-16,Jackson+St.,Drake,"L, 70-65 OT"
1-05,Jackson+St.,Alcorn St.,"L, 65-50 "
1-08,Jackson+St.,Alabama St.,"L, 72-57 "
1-10,Jackson+St.,Alabama A&M,"L, 60-58 "
1-15,Jackson+St.,Prairie View A&M,"W, 75-64 "
1-17,Jackson+St.,Texas Southern,"W, 61-58 "
1-22,Jackson+St.,Bethune Cookman,"L, 55-50 "
1-24,Jackson+St.,Florida A&M,"L, 67-64 "
1-29,Jackson+St.,Grambling St.,"L, 73-64 "
1-31,Jackson+St.,Southern,"L, 75-64 "
2-05,Jackson+St.,Mississippi Valley St.,"W, 69-65 "
2-07,Jackson+St.,Arkansas Pine Bluff,"W, 60-47 "
2-12,Jackson+St.,Florida A&M,"W, 60-56 "
2-14,Jackson+St.,Bethune Cookman,"W, 71-51 "
2-19,Jackson+St.,Alcorn St.,"L, 61-60 "
2-26,Jackson+St.,Texas Southern,"L, 81-66 "
2-28,Jackson+St.,Prairie View A&M,"W, 59-53 "
3-03,Jackson+St.,Arkansas Pine Bluff,"W, 87-79 "
3-05,Jackson+St.,Mississippi Valley St.,"W, 76-69 "
3-09,Jackson+St.,Texas Southern,"L, 54-50 "
11-09,Mississippi+Valley+St.,St. John's,"L, 119-61 "
11-13,Mississippi+Valley+St.,Cal Baptist,"L, 95-66 "
11-26,Mississippi+Valley+St.,Mississippi,"L, 73-58 "
11-29,Mississippi+Valley+St.,Vanderbilt,"L, 75-36 "
12-01,Mississippi+Valley+St.,North Alabama,"L, 72-58 "
12-04,Mississippi+Valley+St.,Grand Canyon,"L, 91-44 "
12-09,Mississippi+Valley+St.,Nicholls St.,"L, 95-80 "
12-11,Mississippi+Valley+St.,Arkansas St.,"L, 82-77 "
